customer_id,country,frequency,monetary,recency_days,rfm_segment
12830.0,United Kingdom,6,6814.639999999999,37,Loyal
15023.0,United Kingdom,11,6802.76,3,Champions
18055.0,United Kingdom,10,6784.190000000001,7,Champions
15601.0,United Kingdom,14,6776.5599999999995,11,Champions
16652.0,United Kingdom,7,6773.970000000001,58,Loyal
16532.0,United Kingdom,3,6748.8,17,Recent
13576.0,United Kingdom,18,6717.340000000001,10,Champions
16746.0,United Kingdom,18,6697.66,4,Champions
15249.0,United Kingdom,13,6688.459999999999,31,Champions
16353.0,United Kingdom,23,6675.71,3,Champions
17338.0,United Kingdom,8,6643.930000000001,17,Loyal
12626.0,Germany,9,6620.479999999998,23,Loyal
16182.0,United Kingdom,4,6617.65,72,Regular
15144.0,United Kingdom,17,6580.4400000000005,8,Champions
12472.0,Germany,7,6572.110000000001,32,Loyal
16814.0,United Kingdom,21,6509.1,14,Champions
18223.0,United Kingdom,14,6484.539999999999,4,Champions
15694.0,United Kingdom,14,6479.4,0,Champions
13225.0,United Kingdom,7,6463.84,3,Loyal
13102.0,United Kingdom,24,6424.09,1,Champions
13871.0,United Kingdom,13,6403.25,22,Champions
12359.0,Cyprus,4,6372.58,57,Regular
13668.0,United Kingdom,21,6363.590000000001,2,Champions
13709.0,United Kingdom,13,6328.049999999999,3,Champions
15005.0,United Kingdom,28,6316.57,15,Champions
17315.0,United Kingdom,38,6292.26,1,Champions
16126.0,United Kingdom,4,6287.77,29,Recent
14057.0,United Kingdom,17,6217.960000000001,23,Champions
12357.0,Switzerland,1,6207.669999999996,33,Regular
14060.0,United Kingdom,19,6140.42,4,Champions
13418.0,United Kingdom,18,6127.429999999999,11,Champions
17509.0,United Kingdom,8,6115.140000000001,57,Loyal
15939.0,United Kingdom,15,6115.01,89,Champions
14735.0,United Kingdom,32,6065.6900000000005,3,Champions
12637.0,France,8,6021.9,67,Loyal
13097.0,United Kingdom,10,6010.42,32,Champions
13316.0,United Kingdom,4,5977.73,37,Regular
14101.0,United Kingdom,6,5976.790000000001,73,Loyal
15382.0,United Kingdom,6,5955.709999999999,14,Loyal
14505.0,United Kingdom,8,5905.64,17,Loyal
14415.0,United Kingdom,13,5900.279999999999,1,Champions
14944.0,United Kingdom,12,5900.25,29,Champions
13209.0,United Kingdom,8,5891.61,30,Loyal
13534.0,United Kingdom,25,5870.08,2,Champions
13050.0,United Kingdom,17,5836.860000000001,14,Champions
12720.0,Germany,25,5781.73,2,Champions
15218.0,United Kingdom,11,5756.889999999999,10,Champions
17686.0,United Kingdom,7,5739.460000000001,7,Loyal
13178.0,United Kingdom,11,5725.469999999999,26,Champions
16553.0,United Kingdom,12,5719.82,163,Champions
13468.0,United Kingdom,37,5704.97,1,Champions
14110.0,United Kingdom,12,5683.15,3,Champions
14049.0,United Kingdom,4,5681.719999999999,16,Recent
17049.0,United Kingdom,9,5659.9800000000005,2,Loyal
17716.0,United Kingdom,11,5655.99,22,Champions
13004.0,United Kingdom,18,5655.91,11,Champions
18118.0,United Kingdom,26,5653.82,10,Champions
14688.0,United Kingdom,21,5630.870000000001,7,Champions
17757.0,United Kingdom,30,5605.29,1,Champions
12481.0,Germany,10,5596.32,22,Champions
12839.0,United Kingdom,14,5591.42,2,Champions
16767.0,United Kingdom,11,5580.6,30,Champions
16161.0,United Kingdom,19,5575.56,1,Champions
12539.0,Spain,4,5568.35,22,Recent
15805.0,United Kingdom,17,5528.48,23,Champions
12431.0,Australia,13,5514.67,35,Champions
18225.0,United Kingdom,12,5509.120000000001,3,Champions
16609.0,United Kingdom,7,5493.459999999999,15,Loyal
16985.0,United Kingdom,10,5464.120000000001,17,Champions
16265.0,United Kingdom,9,5447.0,9,Loyal
18198.0,United Kingdom,17,5425.5599999999995,4,Champions
12490.0,France,10,5417.93,5,Champions
17809.0,United Kingdom,12,5411.91,16,Champions
16701.0,United Kingdom,13,5398.299999999999,8,Champions
17719.0,United Kingdom,15,5396.039999999999,37,Champions
17850.0,United Kingdom,34,5391.210000000001,372,Champions
16303.0,United Kingdom,3,5360.630000000001,25,Recent
13269.0,United Kingdom,15,5346.23,1,Champions
15150.0,United Kingdom,10,5314.470000000001,17,Champions
17730.0,United Kingdom,13,5298.4800000000005,3,Champions
17061.0,United Kingdom,11,5232.23,73,Champions
18226.0,United Kingdom,11,5228.05,44,Champions
12362.0,Belgium,10,5226.2300000000005,3,Champions
15046.0,United Kingdom,15,5213.77,9,Champions
16258.0,United Kingdom,5,5203.509999999999,45,Loyal
13756.0,United Kingdom,14,5189.52,2,Champions
16191.0,United Kingdom,13,5180.5199999999995,2,Champions
15727.0,United Kingdom,7,5178.959999999999,16,Loyal
17858.0,United Kingdom,12,5155.66,5,Champions
13599.0,United Kingdom,21,5153.67,1,Champions
15903.0,United Kingdom,7,5126.76,9,Loyal
13941.0,United Kingdom,5,5112.96,21,Loyal
17602.0,United Kingdom,6,5102.969999999999,2,Loyal
16700.0,United Kingdom,13,5076.55,8,Champions
14562.0,United Kingdom,18,5074.7699999999995,3,Champions
15301.0,United Kingdom,12,5070.35,50,Champions
13139.0,United Kingdom,7,5064.94,16,Loyal
12432.0,Norway,5,5059.32,42,Loyal
15719.0,United Kingdom,13,5045.609999999999,32,Champions
17426.0,United Kingdom,6,5037.259999999998,8,Loyal
14329.0,United Kingdom,7,5014.84,17,Loyal
14755.0,United Kingdom,11,5010.28,9,Champions
12444.0,Norway,5,5005.459999999999,21,Loyal
15032.0,United Kingdom,3,4959.0999999999985,256,At Risk
15547.0,United Kingdom,14,4954.84,7,Champions
12437.0,France,18,4951.41,1,Champions
12700.0,France,4,4939.989999999998,7,Recent
15786.0,United Kingdom,3,4932.2000000000035,46,Regular
14709.0,United Kingdom,13,4921.040000000001,15,Champions
17133.0,United Kingdom,7,4892.24,15,Loyal
12664.0,Finland,9,4881.88,8,Loyal
12688.0,Israel,1,4873.810000000005,113,Regular
14292.0,United Kingdom,9,4871.929999999999,7,Loyal
17652.0,United Kingdom,12,4867.72,25,Champions
15738.0,United Kingdom,16,4812.419999999999,18,Champions
13013.0,United Kingdom,13,4810.94,1,Champions
15555.0,United Kingdom,16,4805.17,12,Champions
17365.0,United Kingdom,8,4801.5599999999995,12,Loyal
15298.0,United Kingdom,12,4799.900000000001,2,Champions
15187.0,United Kingdom,16,4777.18,1,Champions
17690.0,United Kingdom,15,4757.95,30,Champions
12955.0,United Kingdom,11,4757.16,1,Champions
14180.0,United Kingdom,25,4748.52,10,Champions
15152.0,United Kingdom,13,4745.6900000000005,9,Champions
16722.0,United Kingdom,13,4730.8099999999995,17,Champions
12714.0,France,5,4708.86,9,Loyal
14159.0,United Kingdom,11,4693.01,19,Champions
14135.0,United Kingdom,15,4690.31,1,Champions
14191.0,United Kingdom,13,4684.759999999999,1,Champions
15291.0,United Kingdom,15,4668.3,25,Champions
14189.0,United Kingdom,15,4654.08,2,Champions
14390.0,United Kingdom,9,4652.82,10,Loyal
14286.0,United Kingdom,3,4628.75,23,Recent
16931.0,United Kingdom,21,4604.22,5,Champions
13802.0,United Kingdom,3,4599.42,138,Regular
15093.0,United Kingdom,6,4597.02,18,Loyal
14004.0,United Kingdom,7,4582.639999999999,43,Loyal
17613.0,United Kingdom,14,4559.15,22,Champions
17068.0,United Kingdom,21,4552.14,12,Champions
12484.0,Spain,6,4541.72,32,Loyal
13267.0,United Kingdom,19,4521.49,2,Champions
15299.0,United Kingdom,7,4507.01,67,Loyal
17975.0,United Kingdom,13,4488.8099999999995,15,Champions
12524.0,Germany,8,4485.719999999999,9,Loyal
14426.0,United Kingdom,10,4481.669999999999,23,Champions
16984.0,United Kingdom,2,4481.349999999998,88,Regular
17364.0,United Kingdom,11,4481.18,0,Champions
12627.0,Germany,7,4478.53,10,Loyal
14085.0,United Kingdom,18,4448.54,2,Champions
14534.0,United Kingdom,18,4447.050000000001,2,Champions
13069.0,United Kingdom,24,4436.12,0,Champions
15955.0,United Kingdom,14,4416.26,24,Champions
16626.0,United Kingdom,17,4413.1,0,Champions
15874.0,United Kingdom,7,4405.88,63,Loyal
12712.0,Germany,13,4396.13,28,Champions
13505.0,Switzerland,4,4393.63,72,Regular
12752.0,Norway,1,4366.779999999999,81,Regular
16945.0,United Kingdom,19,4345.500000000001,21,Champions
14016.0,EIRE,4,4341.210000000001,161,Regular
14800.0,United Kingdom,12,4339.74,47,Champions
14525.0,United Kingdom,9,4332.200000000001,19,Loyal
17567.0,United Kingdom,8,4331.48,7,Loyal
18251.0,United Kingdom,1,4314.719999999999,87,Regular
12347.0,Iceland,7,4310.0,2,Loyal
15034.0,United Kingdom,8,4308.61,15,Loyal
17937.0,United Kingdom,7,4301.22,8,Loyal
14422.0,United Kingdom,6,4263.640000000001,0,Loyal
12500.0,Germany,11,4257.82,23,Champions
17419.0,United Kingdom,12,4226.57,11,Champions
14277.0,France,3,4216.200000000002,15,Recent
15804.0,United Kingdom,13,4206.389999999999,0,Champions
17920.0,United Kingdom,17,4204.099999999999,4,Champions
15971.0,United Kingdom,12,4199.85,17,Champions
12747.0,United Kingdom,11,4196.01,2,Champions
14146.0,United Kingdom,5,4191.0,8,Loyal
18041.0,United Kingdom,21,4183.39,11,Champions
12949.0,United Kingdom,8,4167.219999999999,30,Loyal
15570.0,United Kingdom,12,4165.52,7,Champions
16549.0,United Kingdom,10,4154.64,10,Champions
13384.0,United Kingdom,7,4151.93,30,Loyal
13555.0,United Kingdom,4,4149.28,73,Regular
13988.0,United Kingdom,6,4147.96,19,Loyal
15514.0,United Kingdom,11,4139.460000000001,12,Champions
12569.0,Germany,32,4124.69,2,Champions
16592.0,United Kingdom,16,4113.679999999999,4,Champions
17940.0,United Kingdom,10,4106.44,49,Champions
17377.0,United Kingdom,20,4100.919999999999,23,Champions
16401.0,United Kingdom,12,4098.32,1,Champions
16670.0,United Kingdom,11,4095.9,16,Champions
12749.0,United Kingdom,5,4090.8800000000006,3,Loyal
14092.0,United Kingdom,14,4076.91,7,Champions
12449.0,Belgium,4,4067.2899999999995,22,Recent
18087.0,United Kingdom,2,4055.7200000000003,98,Regular
14401.0,United Kingdom,13,4051.4799999999996,4,Champions
12656.0,France,5,4051.1700000000005,17,Loyal
12867.0,United Kingdom,7,4036.82,26,Loyal
13815.0,Germany,4,4027.3600000000006,22,Recent
12841.0,United Kingdom,25,4022.35,4,Champions
12957.0,United Kingdom,8,4017.5400000000004,9,Loyal
12378.0,Switzerland,1,4008.6200000000013,129,Regular
14547.0,United Kingdom,8,4007.539999999999,3,Loyal
16186.0,United Kingdom,12,4006.94,22,Champions
17769.0,United Kingdom,10,3997.9799999999996,12,Champions
15529.0,United Kingdom,11,3995.2299999999996,22,Champions
17001.0,United Kingdom,11,3989.57,0,Champions
15416.0,United Kingdom,4,3984.3199999999993,64,Regular
17611.0,United Kingdom,15,3984.2200000000003,7,Champions
12779.0,Poland,8,3981.3599999999997,37,Loyal
12727.0,France,7,3980.7,10,Loyal
14299.0,United Kingdom,9,3965.6199999999994,8,Loyal
13523.0,United Kingdom,5,3964.879999999999,33,Loyal
13183.0,United Kingdom,9,3957.7799999999997,7,Loyal
17651.0,United Kingdom,10,3945.0000000000005,11,Champions
12473.0,Germany,5,3938.55,29,Loyal
17593.0,United Kingdom,5,3927.34,3,Loyal
14739.0,United Kingdom,7,3902.2799999999997,4,Loyal
13999.0,United Kingdom,12,3901.8100000000004,10,Champions
14291.0,United Kingdom,11,3883.25,1,Champions
18073.0,United Kingdom,12,3877.5199999999995,114,Champions
13124.0,United Kingdom,3,3866.330000000001,89,Regular
15195.0,United Kingdom,1,3861.0,2,Recent
16717.0,United Kingdom,6,3858.3800000000006,23,Loyal
12662.0,Germany,11,3849.78,0,Champions
16327.0,United Kingdom,6,3844.2199999999993,14,Loyal
13266.0,United Kingdom,12,3834.26,11,Champions
17091.0,United Kingdom,9,3827.76,2,Loyal
15867.0,United Kingdom,15,3812.6400000000003,5,Champions
12755.0,Japan,2,3811.9500000000003,280,At Risk
12597.0,Spain,4,3811.2200000000016,19,Recent
13435.0,United Kingdom,7,3809.8900000000003,5,Loyal
12668.0,Germany,4,3807.1499999999996,11,Recent
16145.0,United Kingdom,11,3799.49,8,Champions
16655.0,United Kingdom,6,3794.5200000000004,17,Loyal
16168.0,United Kingdom,27,3787.5999999999995,10,Champions
16019.0,United Kingdom,9,3786.24,46,Loyal
12562.0,France,7,3781.74,8,Loyal
17173.0,United Kingdom,8,3766.6000000000004,5,Loyal
16904.0,United Kingdom,16,3754.2699999999995,4,Champions
17238.0,United Kingdom,17,3744.6500000000005,2,Champions
14145.0,United Kingdom,4,3742.2,46,Regular
13552.0,United Kingdom,12,3740.0699999999997,66,Champions
16570.0,United Kingdom,10,3738.3999999999996,15,Champions
15808.0,United Kingdom,4,3734.9700000000007,306,At Risk
14282.0,United Kingdom,15,3729.34,3,Champions
12502.0,Spain,5,3723.87,95,Loyal
12647.0,Germany,12,3722.8199999999997,22,Champions
13680.0,United Kingdom,4,3722.42,1,Recent
16240.0,United Kingdom,2,3718.8000000000006,24,Recent
14364.0,United Kingdom,8,3717.3500000000004,108,Loyal
15845.0,United Kingdom,8,3711.7699999999995,17,Loyal
15622.0,United Kingdom,9,3709.5599999999995,43,Loyal
13148.0,United Kingdom,12,3707.12,29,Champions
17819.0,United Kingdom,7,3704.87,71,Loyal
15379.0,United Kingdom,7,3703.290000000001,169,Loyal
12553.0,France,10,3692.2800000000007,8,Champions
16253.0,United Kingdom,2,3683.8600000000006,66,Regular
15581.0,United Kingdom,13,3679.9700000000003,120,Champions
15296.0,United Kingdom,6,3672.8599999999997,50,Loyal
18079.0,United Kingdom,4,3651.970000000001,45,Regular
13137.0,United Kingdom,8,3650.4100000000008,10,Loyal
16712.0,United Kingdom,11,3645.43,9,Champions
13426.0,United Kingdom,10,3641.3199999999997,0,Champions
12619.0,Germany,9,3641.2399999999993,16,Loyal
16440.0,United Kingdom,5,3640.6700000000005,7,Loyal
13381.0,United Kingdom,6,3639.3099999999995,31,Loyal
17230.0,United Kingdom,8,3638.41,264,Loyal
14543.0,United Kingdom,16,3630.33,28,Champions
17528.0,United Kingdom,8,3628.5,1,Loyal
13327.0,United Kingdom,8,3627.7700000000004,38,Loyal
13520.0,Switzerland,6,3624.3500000000004,58,Loyal
17576.0,United Kingdom,19,3622.68,8,Champions
14040.0,United Kingdom,12,3614.92,40,Champions
13082.0,United Kingdom,9,3613.63,126,Loyal
15505.0,United Kingdom,5,3610.96,52,Loyal
15113.0,United Kingdom,3,3609.3300000000004,9,Recent
16242.0,United Kingdom,7,3603.209999999999,8,Loyal
15484.0,United Kingdom,4,3594.3099999999995,1,Recent
14132.0,United Kingdom,11,3586.0299999999997,2,Champions
17203.0,United Kingdom,6,3563.85,35,Loyal
17491.0,United Kingdom,10,3558.87,1,Champions
15544.0,United Kingdom,9,3546.71,9,Loyal
14503.0,United Kingdom,6,3543.26,3,Loyal
13448.0,United Kingdom,6,3539.37,16,Loyal
13334.0,United Kingdom,3,3536.8200000000006,82,Regular
12454.0,Spain,1,3528.34,56,Regular
17160.0,United Kingdom,6,3518.0300000000007,31,Loyal
13953.0,United Kingdom,7,3515.6800000000003,7,Loyal
16360.0,United Kingdom,6,3512.5299999999997,4,Loyal
14395.0,United Kingdom,9,3507.71,2,Loyal
16131.0,United Kingdom,6,3506.5399999999995,51,Loyal
14907.0,United Kingdom,7,3501.1,3,Loyal
16458.0,United Kingdom,18,3482.7400000000002,2,Champions
13993.0,United Kingdom,9,3466.3599999999997,42,Loyal
13014.0,United Kingdom,10,3466.2799999999997,10,Champions
17758.0,United Kingdom,8,3456.7000000000007,19,Loyal
15410.0,United Kingdom,8,3450.8399999999992,84,Loyal
13536.0,United Kingdom,7,3448.2900000000004,1,Loyal
15129.0,United Kingdom,11,3447.4,50,Champions
15974.0,United Kingdom,7,3442.1499999999996,39,Loyal
17725.0,United Kingdom,11,3439.08,16,Champions
15676.0,United Kingdom,3,3435.7599999999993,18,Recent
14221.0,United Kingdom,9,3432.7999999999997,42,Loyal
12406.0,Denmark,2,3415.3,22,Recent
15981.0,United Kingdom,8,3408.4800000000005,24,Loyal
13437.0,United Kingdom,7,3408.06,14,Loyal
17669.0,United Kingdom,7,3406.72,42,Loyal
13198.0,United Kingdom,6,3401.24,10,Loyal
15228.0,United Kingdom,4,3386.71,66,Regular
13842.0,United Kingdom,9,3385.6200000000003,58,Loyal
15708.0,United Kingdom,7,3364.24,40,Loyal
16011.0,United Kingdom,16,3362.7100000000005,8,Champions
14227.0,United Kingdom,10,3350.9600000000005,26,Champions
16818.0,United Kingdom,11,3349.5699999999997,10,Champions
16607.0,United Kingdom,14,3347.7099999999996,17,Champions
17183.0,United Kingdom,6,3347.31,7,Loyal
13015.0,United Kingdom,5,3346.2799999999997,53,Loyal
12643.0,France,6,3344.64,128,Loyal
12613.0,Germany,5,3344.38,57,Loyal
12594.0,Italy,10,3338.2200000000003,37,Champions
16556.0,United Kingdom,7,3313.79,66,Loyal
12429.0,Denmark,3,3312.42,9,Recent
13373.0,United Kingdom,3,3312.250000000001,60,Regular
14841.0,United Kingdom,6,3295.76,53,Loyal
14702.0,United Kingdom,17,3292.1399999999994,1,Champions
15632.0,United Kingdom,8,3285.3100000000004,15,Loyal
12480.0,Germany,4,3281.63,28,Recent
15764.0,United Kingdom,6,3279.9699999999993,88,Loyal
17723.0,United Kingdom,6,3276.3999999999996,127,Loyal
12370.0,Cyprus,3,3268.49,51,Regular
13952.0,United Kingdom,2,3251.0699999999997,217,At Risk
13047.0,United Kingdom,10,3237.5400000000004,31,Champions
15443.0,United Kingdom,7,3236.9099999999994,1,Loyal
17050.0,United Kingdom,6,3228.8399999999997,96,Loyal
14175.0,United Kingdom,3,3222.3,59,Regular
13880.0,United Kingdom,13,3219.7699999999995,21,Champions
13268.0,United Kingdom,11,3214.6900000000005,17,Champions
14388.0,United Kingdom,8,3212.8399999999997,10,Loyal
12417.0,Belgium,8,3212.8,3,Loyal
16107.0,United Kingdom,7,3204.1600000000008,17,Loyal
17220.0,United Kingdom,14,3198.25,24,Champions
13868.0,United Kingdom,2,3192.54,7,Recent
17685.0,United Kingdom,7,3191.53,16,Loyal
13758.0,United Kingdom,7,3190.55,11,Loyal
14844.0,United Kingdom,4,3189.8100000000004,63,Regular
12456.0,Switzerland,3,3181.04,44,Regular
17672.0,United Kingdom,2,3178.17,50,Regular
17231.0,United Kingdom,10,3174.3199999999997,12,Champions
16837.0,United Kingdom,11,3170.9799999999996,31,Champions
16041.0,United Kingdom,3,3166.4,30,Recent
15861.0,United Kingdom,8,3165.36,12,Loyal
17863.0,United Kingdom,6,3160.0,59,Loyal
15065.0,United Kingdom,4,3158.13,37,Regular
14235.0,United Kingdom,5,3144.86,75,Loyal
13742.0,United Kingdom,12,3131.0199999999995,16,Champions
16156.0,United Kingdom,9,3122.04,8,Loyal
